Genus,Treatment,AVG,SE
Aeromonas,Artemia/Week 1,42.23076923,6.413022067
Shewanella,Artemia/Week 1,19.68461538,3.760718316
Escherichia/Shigella,Artemia/Week 1,15.27802198,2.784413905
Enterobacter,Artemia/Week 1,1.205494505,0.268738056
Exiguobacterium,Artemia/Week 1,7.965934066,1.714423482
Chryseomicrobium,Artemia/Week 1,5.881318681,1.780625265
Domibacillus,Artemia/Week 1,2.891208791,0.774301965
