Genus,Treatment,AVG,SE
Aeromonas,Zooplankton/Week 2,22.4152381,5.076558574
Shewanella,Zooplankton/Week 2,59.36571429,4.608860104
Deefgea,Zooplankton/Week 2,6.8,2.060293317
Clostridium_sensu_stricto_1,Zooplankton/Week 2,8.575238095,3.719824353
