Genus,Treatment,AVG,SE
Aeromonas,Zooplankton/Week 1,68.03626374,4.871928749
Deefgea,Zooplankton/Week 1,8.005494505,1.81595892
Clostridium_sensu_stricto_1,Zooplankton/Week 1,2.106593407,0.687220978
